user_id,plan_type,country,device_type,industry,plan_ordinal,device_is_desktop,country_France,country_Germany,country_Turkey,country_UK,country_USA,industry_E-Commerce,industry_Education,industry_Healthcare,industry_SaaS,n_login,n_logout,n_checkout_start,n_payment_success,n_trial_extension,n_feature_click,n_total_events,first_event_day,last_event_day,days_active,tenure_days,recency_payment_days,recency_checkout_days,events_last_7d,events_first_7d,activity_trend,checkout_to_payment_rate,login_to_payment_rate,payment_per_event,feature_click_rate,login_logout_ratio,trial_extension_intensity,avg_events_per_active_day,is_high_payer,churn_risk,growth_potential
051b167b-c30d-4155-a35a-6093f480ea88,Business,France,Mobile,SaaS,2,0,1,0,0,0,0,0,0,0,1,2,8,5,3,5,3,26,10.47667824074074,3.923900462962963,8,7.552777777777778,5.977372685185185,3.923900462962963,15,26,-0.4230769230769231,0.6,1.5,0.11538461538461539,0.11538461538461539,0.25,0.19230769230769232,3.25,0,0.3296,0.0
4d07c71d-bf62-45e6-ae2e-c1e7ef17d22c,Pro,UK,Desktop,SaaS,1,1,0,0,0,1,0,0,0,0,1,3,5,2,4,5,7,26,17.41695601851852,10.567650462962963,8,7.8493055555555555,10.567650462962963,13.290567129629629,0,26,-1.0,2.0,1.3333333333333333,0.15384615384615385,0.2692307692307692,0.6,0.19230769230769232,3.25,0,0.5658,0.3073
4386cf87-24eb-4448-a2bb-265a39c9261a,Free,Turkey,Mobile,E-Commerce,0,0,0,0,1,0,0,1,0,0,0,4,3,7,2,3,7,26,14.419039351851852,7.794039351851852,8,7.625,11.29542824074074,8.05931712962963,0,26,-1.0,0.2857142857142857,0.5,0.07692307692307693,0.2692307692307692,1.3333333333333333,0.11538461538461539,3.25,0,0.441,0.5899
b70b565f-8283-4135-928a-8efee2006d33,Pro,France,Desktop,SaaS,1,1,1,0,0,0,0,0,0,0,1,2,5,3,9,3,2,24,9.849594907407408,3.5891782407407407,7,7.260416666666667,3.5891782407407407,3.8530671296296295,12,24,-0.5,3.0,4.5,0.375,0.08333333333333333,0.4,0.125,3.4285714285714284,1,0.2982,0.2387
87eed6d8-591b-4806-9457-501bc90ef72f,Free,Germany,Mobile,SaaS,0,0,0,1,0,0,0,0,0,0,1,8,4,7,4,4,2,29,8.294039351851852,1.644039351851852,7,7.65,1.846122685185185,1.644039351851852,23,29,-0.20689655172413793,0.5714285714285714,0.5,0.13793103448275862,0.06896551724137931,2.0,0.13793103448275862,4.142857142857143,0,0.2278,0.5638
ff648fe2-81bb-4241-b775-d2b9651f81ac,Free,USA,Mobile,E-Commerce,0,0,0,0,0,0,1,1,0,0,0,4,4,5,4,8,5,30,16.29195601851852,9.791956018518519,8,7.5,10.750289351851851,10.805150462962963,0,30,-1.0,0.8,1.0,0.13333333333333333,0.16666666666666666,1.0,0.26666666666666666,3.75,0,0.5697,0.4712
8f67212d-4849-4d0c-a322-7ff3f36f0d8e,Pro,Germany,Desktop,Healthcare,1,1,0,1,0,0,0,0,0,1,0,5,2,7,4,7,1,26,7.418344907407407,0.7683449074074075,8,7.65,1.6232060185185184,0.7683449074074075,23,26,-0.11538461538461539,0.5714285714285714,0.8,0.15384615384615385,0.038461538461538464,2.5,0.2692307692307692,3.25,0,0.264,0.336
cbe8d2d0-206b-4b3b-a6a2-6790cc823d31,Free,Germany,Mobile,E-Commerce,0,0,0,1,0,0,0,1,0,0,0,4,5,2,3,5,7,26,23.97667824074074,17.533622685185186,7,7.4430555555555555,18.28153935185185,18.90515046296296,0,26,-1.0,1.5,0.75,0.11538461538461539,0.2692307692307692,0.8,0.19230769230769232,3.7142857142857144,0,0.7154,0.4092
5807d473-a426-46c3-93b1-47cbb682fed9,Business,Turkey,Mobile,SaaS,2,0,0,0,1,0,0,0,0,0,1,2,7,3,4,5,7,28,18.341261574074075,11.987094907407407,8,7.354166666666667,12.376678240740741,14.438483796296296,0,28,-1.0,1.3333333333333333,2.0,0.14285714285714285,0.25,0.2857142857142857,0.17857142857142858,3.5,0,0.5894,0.0
95d2ff24-108d-4d0d-af65-6195ab0dc827,Free,UK,Mobile,SaaS,0,0,0,0,0,1,0,0,0,0,1,8,6,6,4,5,5,34,9.412094907407408,2.8433449074074075,8,7.56875,3.169039351851852,3.2968171296296296,26,34,-0.23529411764705882,0.6666666666666666,0.5,0.11764705882352941,0.14705882352941177,1.3333333333333333,0.14705882352941177,4.25,0,0.2671,0.623
00d8c689-f2a7-448b-9393-20a6adca0868,Pro,Germany,Desktop,Healthcare,1,1,0,1,0,0,0,0,0,1,0,4,2,1,9,7,1,24,23.50306712962963,16.535706018518518,7,7.967361111111111,16.911400462962963,22.685011574074075,0,24,-1.0,9.0,2.25,0.375,0.041666666666666664,2.0,0.2916666666666667,3.4285714285714284,1,0.7846,0.1499
b3ceff26-2650-4715-a79a-60a0a65050ac,Business,USA,Mobile,Education,2,0,0,0,0,0,1,0,1,0,0,2,4,5,5,8,3,27,21.31417824074074,14.557928240740742,7,7.75625,14.557928240740742,15.259317129629629,0,27,-1.0,1.0,2.5,0.18518518518518517,0.1111111111111111,0.5,0.2962962962962963,3.857142857142857,0,0.6924,0.0
